-1.999990105600000012e+00,-8.450169843899999594e-07
-1.833326578100000104e+00,-7.202657457100000105e-07
-1.666639447199999902e+00,-6.092347462099999758e-07
-1.499986290899999908e+00,-5.180660309600000155e-07
-1.333340406400000067e+00,-4.306172343099999758e-07
-1.166617393499999933e+00,-3.503284915500000057e-07
-1.000006079700000106e+00,-2.811570425399999956e-07
-8.333537578599999884e-01,-2.176546871599999994e-07
-6.666415929800000306e-01,-1.596076941699999995e-07
-4.999919533700000196e-01,-1.082029967799999955e-07
-3.333327770200000262e-01,-6.379096362300000202e-08
-1.666542291600000003e-01,-2.704388535300000162e-08
1.434017121899999940e-06,-5.078819309600000464e-13
1.666630208500000099e-01,1.883933187200000151e-08
3.333578109700000014e-01,3.131796333400000124e-08
4.999875426300000036e-01,4.224215288700000247e-08
6.666469574000000176e-01,4.879543169499999908e-08
8.333263993299999672e-01,5.491681420699999774e-08
9.999952316300000366e-01,5.862938934299999992e-08
1.166653275500000086e+00,6.384287587499999774e-08
1.333346486099999950e+00,6.761799653500000118e-08
1.499971985800000018e+00,6.932698681800000444e-08
1.666630864100000053e+00,7.091705356300000232e-08
1.833325147600000093e+00,7.264443269199999466e-08
1.999999880799999907e+00,7.385248324000000630e-08
