-1.999988913499999965e+00,-1.494020018799999927e-08
-1.833326101299999955e+00,-1.041409802800000049e-08
-1.666643023500000043e+00,-7.930786694000000607e-09
-1.499326109899999926e+00,-5.988600726400000295e-09
-1.333344459499999912e+00,-4.657446428500000086e-09
-1.166621923399999927e+00,-3.486455790699999976e-09
-1.000008821500000034e+00,-2.692704059700000109e-09
-8.333563804600000458e-01,-1.921339087800000028e-09
-6.666451692599999479e-01,-1.416293970999999923e-09
-4.999934136899999992e-01,-9.317944193999999805e-10
-3.333376049999999813e-01,-5.509994682700000111e-10
-1.666587740200000112e-01,-2.156875095199999935e-10
1.119602075099999919e-06,2.983192685899999920e-12
1.666664630199999886e-01,2.305883955999999934e-10
3.333632051900000115e-01,4.841138045999999499e-10
4.999940395399999904e-01,8.588255107100000113e-10
6.666572689999999968e-01,1.292136064799999922e-09
8.333431482299999971e-01,1.669992477599999998e-09
1.000009536699999924e+00,1.985373643300000061e-09
1.166666746099999985e+00,2.440169177800000177e-09
1.333365678799999898e+00,2.727710501899999991e-09
1.499990582499999947e+00,3.208255439099999987e-09
1.666648984000000056e+00,3.820179728100000225e-09
1.833344221099999949e+00,3.917383750700000277e-09
2.000014305100000112e+00,4.555413379799999982e-09
