-1.999984264400000100e+00,-4.970501343800000239e-09
-1.833326816600000075e+00,-4.211520909800000209e-09
-1.666643381100000099e+00,-3.588369823499999810e-09
-1.499987006200000028e+00,-2.560006206999999971e-09
-1.333346486099999950e+00,-2.475726068599999873e-09
-1.166620016099999990e+00,-2.022483736000000171e-09
-1.000011324899999998e+00,-1.778550640099999914e-09
-8.333536982500000523e-01,-1.213256162200000020e-09
-6.666428446800000129e-01,-1.085050493900000047e-09
-4.999930262599999731e-01,-8.322917355299999532e-10
-3.333379924300000074e-01,-6.168441868400000369e-10
-1.666598022000000123e-01,-2.818842936799999816e-10
1.519767920400000015e-06,8.388719406600000075e-12
1.666642427399999959e-01,4.601227454599999834e-10
3.333627581599999945e-01,9.619315344300000965e-10
4.999936222999999957e-01,1.456619380699999949e-09
6.666570305800000318e-01,2.263531362299999887e-09
8.333439230900000494e-01,3.285882899100000118e-09
1.000006079700000106e+00,4.047242985199999591e-09
1.166666507700000022e+00,4.412919363299999976e-09
1.333365201999999972e+00,5.439448891299999621e-09
1.498425722099999913e+00,6.330593826899999677e-09
1.666655898099999922e+00,6.053046508500000048e-09
1.831302881200000066e+00,6.822029607900000167e-09
2.000015974000000085e+00,7.555088110700000220e-09
