-1.999987721399999918e+00,-2.043728519800000091e-09
-1.833325386000000057e+00,-1.483176137500000051e-09
-1.666640996900000005e+00,-1.063633736599999916e-09
-1.499987006200000028e+00,-7.820595837600000116e-10
-1.333344340300000042e+00,-7.283701974900000474e-10
-1.166620612100000010e+00,-5.617476483999999726e-10
-1.000009417500000053e+00,-4.164036060399999781e-10
-8.333562016500000169e-01,-3.442875706699999986e-10
-6.666438579600000303e-01,-2.578549041000000167e-10
-4.999930560599999962e-01,-2.094163870099999940e-10
-3.333387374899999811e-01,-1.328449294999999960e-10
-1.666602045299999946e-01,-6.067260582800000628e-11
1.405436250899999949e-06,8.965871448100000538e-12
1.666654050399999920e-01,7.498374143799999610e-11
3.333636522299999738e-01,1.361435686400000048e-10
4.999952316299999810e-01,2.023478051800000046e-10
6.666570901899999679e-01,2.667158993699999838e-10
8.333445787400000082e-01,3.403987647299999891e-10
1.000009775199999895e+00,3.989485131099999938e-10
1.166667699800000069e+00,4.501246320100000229e-10
1.333366632499999982e+00,5.630657606799999870e-10
1.499992251399999921e+00,5.909613909299999722e-10
1.666651129699999956e+00,6.889795955999999945e-10
1.833346724499999914e+00,7.115567579599999486e-10
2.000017166100000132e+00,8.289511299600000115e-10
