-1.999986290899999908e+00,-4.155544956999999946e-05
-1.833323359500000027e+00,-3.743128399899999778e-05
-1.666640162500000022e+00,-3.331631887699999789e-05
-1.499984025999999915e+00,-2.952422073600000169e-05
-1.333340525599999937e+00,-2.580382351899999878e-05
-1.166616558999999942e+00,-2.203914482400000128e-05
-1.000005364399999985e+00,-1.844836515400000070e-05
-8.333519101099999826e-01,-1.500612779600000066e-05
-6.666420102100000245e-01,-1.171591975399999937e-05
-4.999828338599999755e-01,-8.515013178099999810e-06
-3.333292305500000219e-01,-5.511210929400000301e-06
-1.666553914499999955e-01,-2.658165612999999901e-06
1.576929662399999998e-06,-1.358009676900000053e-10
1.666622161899999899e-01,2.469870423700000124e-06
3.333514928799999888e-01,4.853216978500000095e-06
4.999812841399999819e-01,7.151402769500000193e-06
6.666350960700000439e-01,9.430699719799999446e-06
8.333426117900000207e-01,1.171203803099999942e-05
1.000007748600000079e+00,1.402073485200000008e-05
1.166665553999999938e+00,1.641503695300000092e-05
1.333362817800000100e+00,1.863487159399999848e-05
1.499988198300000075e+00,2.097516335199999871e-05
1.666647791900000009e+00,2.328099981200000012e-05
1.833341002500000094e+00,2.538907392599999937e-05
2.000009536699999924e+00,2.727486389600000070e-05
