1.000004887600000059e+00 5.095768806900000184e-10
1.000007271799999931e+00 5.099430877599999796e-10
1.000005602799999949e+00 5.170352479499999845e-10
1.000005602799999949e+00 5.062416597000000514e-10
1.000007867799999950e+00 4.877157011599999595e-10
1.000005960500000013e+00 4.511346851600000019e-10
1.000006437299999940e+00 4.678594178699999724e-10
1.000007510199999894e+00 4.545188392300000054e-10
1.000005483600000078e+00 4.645240858600000001e-10
1.000006437299999940e+00 4.449710877499999858e-10
1.000005722000000041e+00 4.611822312900000160e-10
1.000006675699999903e+00 4.558769473000000119e-10
1.000006675699999903e+00 4.666000918999999624e-10
1.000006198899999976e+00 5.104845435300000250e-10
1.000006794899999996e+00 5.495773836000000313e-10
1.000005722000000041e+00 6.807033270400000249e-10
1.000006914100000088e+00 8.706160237199999505e-10
1.000007271799999931e+00 1.222297374399999992e-09
1.000006437299999940e+00 1.546720085300000083e-09
1.000007510199999894e+00 2.317334102399999990e-09
1.000008463899999978e+00 3.744587751000000043e-09
1.000015378000000066e+00 6.148283659999999957e-09
1.000003695500000012e+00 5.489871668400000238e-09
1.000010371199999915e+00 9.408378964799999694e-09
1.000007271799999931e+00 1.070289545900000023e-08
1.000021934500000098e+00 2.196120973999999894e-08
1.000006318100000069e+00 3.009921556400000088e-08
9.999796152100000057e-01 4.384303053899999990e-08
9.999753236799999723e-01 6.669171170900000463e-08
9.898173212999999970e-01 1.043410264900000064e-07
1.000006794899999996e+00 1.256653376900000125e-07
1.000003576299999919e+00 1.672968608099999927e-07
1.000007748600000079e+00 2.234917246799999874e-07
1.000002026600000038e+00 2.923593456200000181e-07
1.000006675699999903e+00 3.997632234100000175e-07
9.999885559100000210e-01 5.043970645599999850e-07
9.999948739999999781e-01 6.190630870199999970e-07
9.999805688899999767e-01 7.768555860799999973e-07
9.999730586999999726e-01 9.741534086099999875e-07
1.000005126000000022e+00 1.084271957599999983e-06
1.000003218700000085e+00 1.306760395899999969e-06
1.000004291500000031e+00 1.593295678500000000e-06
1.000001788100000066e+00 2.114921926500000147e-06
1.000003695500000012e+00 2.461721351199999858e-06
1.000005841299999920e+00 2.960341134899999805e-06
9.999973774000000537e-01 3.509790985799999812e-06
9.999923706100000143e-01 4.050489224000000310e-06
9.999920129799999557e-01 4.725599865199999676e-06
9.999952316300000366e-01 5.492589934900000303e-06
9.999933242799999844e-01 6.614195171999999984e-06
9.999910592999999848e-01 7.796127647499999960e-06
9.999929666500000369e-01 8.854228326500000496e-06
9.999816417700000404e-01 9.769507414599999407e-06
1.000005602799999949e+00 9.484145266500000214e-06
1.000006675699999903e+00 1.138719289900000061e-05
1.000003099399999984e+00 1.346383578500000027e-05
1.000004410699999902e+00 1.557744872100000016e-05
1.000005126000000022e+00 1.768837682900000131e-05
1.000002503399999965e+00 2.046842018899999984e-05
1.000002861000000021e+00 2.314173616499999966e-05
1.000004053100000068e+00 2.537026011900000156e-05
1.000001430500000010e+00 2.870754360599999831e-05
1.000001549700000103e+00 3.210502836699999764e-05
1.000001549700000103e+00 3.558692333199999755e-05
9.999990463300000298e-01 3.939377347699999905e-05
9.999970197699999952e-01 4.409094617600000315e-05
9.999916553500000083e-01 4.821843322099999911e-05
9.999941587399999721e-01 5.294287620899999796e-05
9.999941587399999721e-01 5.714674625800000027e-05
9.999896287899999736e-01 6.152770947699999916e-05
9.999908208800000198e-01 6.733974441899999441e-05
9.999901056300000146e-01 7.294135139100000221e-05
9.999849796299999927e-01 7.916268077699999768e-05
9.999868869800000448e-01 8.547955803800000448e-05
9.999827146499999930e-01 9.146615047899999643e-05
9.999796152100000057e-01 9.666177356799999566e-05
9.999809265100000344e-01 1.034097804199999985e-04
1.000006675699999903e+00 1.040329880199999984e-04
1.000007271799999931e+00 1.110942248500000054e-04
1.000004887600000059e+00 1.190452312599999968e-04
1.000006079700000106e+00 1.266530744000000041e-04
1.000005960500000013e+00 1.336942223100000098e-04
1.000005960500000013e+00 1.399820175700000092e-04
1.000004887600000059e+00 1.467088441100000023e-04
1.000005602799999949e+00 1.542736863499999920e-04
1.000005364399999985e+00 1.614469802000000097e-04
1.000004053100000068e+00 1.692973892200000093e-04
1.000004053100000068e+00 1.751224190200000074e-04
1.000002503399999965e+00 1.814697316100000060e-04
1.000003576299999919e+00 1.891059218900000070e-04
1.000003099399999984e+00 1.968065334900000055e-04
1.000002861000000021e+00 2.021031541500000015e-04
1.000002980199999891e+00 2.079325786300000077e-04
1.000003099399999984e+00 2.148431085500000055e-04
1.000002026600000038e+00 2.203272160800000094e-04
1.000003099399999984e+00 2.272409183200000120e-04
1.000002503399999965e+00 2.326813119000000125e-04
1.000001430500000010e+00 2.390836452799999939e-04
1.000003933899999975e+00 2.449936873699999932e-04
1.000002265000000001e+00 2.503515570400000122e-04
1.000002265000000001e+00 2.552560763400000057e-04
1.000001311299999918e+00 2.604804467399999732e-04
1.000001430500000010e+00 2.661451580899999877e-04
1.000001430500000010e+00 2.704642247399999841e-04
1.000001072899999954e+00 2.746792742999999812e-04
1.000002145799999909e+00 2.806164848199999809e-04
9.999997615800000350e-01 2.860531967599999831e-04
1.000000953700000084e+00 2.913339121700000262e-04
1.000000000000000000e+00 2.950776251999999867e-04
1.000001072899999954e+00 3.003726014899999819e-04
